-------------------------------G4_H
-------------------------------pi+
### Fill Cross Sections for pi+ off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
   88      0.7674    0.000798           0     0.000798
   89      0.7852   0.0008067           0    0.0008067
   90      0.8035   0.0008157           0    0.0008157
   91      0.8222   0.0008249           0    0.0008249
   92      0.8414   0.0008343           0    0.0008343
   93       0.861    0.000844           0     0.000844
   94       0.881   0.0008539           0    0.0008539
   95      0.9016   0.0008641           0    0.0008641
   96      0.9226   0.0008745           0    0.0008745
   97      0.9441   0.0008851           0    0.0008851
   98      0.9661    0.000896           0     0.000896
   99      0.9886   0.0009072           0    0.0009072
  100       1.012   0.0009161           0    0.0009161
  101       1.035   0.0009225           0    0.0009225
  102       1.059   0.0009291           0    0.0009291
  103       1.084   0.0009359           0    0.0009359
  104       1.109   0.0009428           0    0.0009428
  105       1.135   0.0009499           0    0.0009499
  106       1.161    0.000957           0     0.000957
  107       1.189   0.0009643           0    0.0009643
  108       1.216   0.0009718           0    0.0009718
  109       1.245   0.0009794           0    0.0009794
  110       1.274   0.0009871           0    0.0009871
  111       1.303   0.0009949           0    0.0009949
  112       1.334    0.001003           0     0.001003
  113       1.365    0.001011           0     0.001011
  114       1.396    0.001019           0     0.001019
  115       1.429    0.001027           0     0.001027
  116       1.462    0.001035           0     0.001035
  117       1.496    0.001043           0     0.001043
  118       1.531    0.001051           0     0.001051
  119       1.567    0.001058           0     0.001058
  120       1.603    0.001066           0     0.001066
  121       1.641    0.001073           0     0.001073
  122       1.679     0.00108           0      0.00108
  123       1.718    0.001087           0     0.001087
  124       1.758    0.001095           0     0.001095
  125       1.799    0.001102           0     0.001102
  126       1.841    0.001109           0     0.001109
  127       1.884    0.001117           0     0.001117
  128       1.928    0.001124           0     0.001124
  129       1.972    0.001131           0     0.001131
  130       2.018    0.001139           0     0.001139
  131       2.065    0.001146           0     0.001146
  132       2.113    0.001153           0     0.001153
  133       2.163    0.001161           0     0.001161
  134       2.213    0.001168           0     0.001168
  135       2.265    0.001176           0     0.001176
  136       2.317    0.001183           0     0.001183
  137       2.371    0.001191           0     0.001191
  138       2.427    0.001198           0     0.001198
  139       2.483    0.001206           0     0.001206
  140       2.541    0.001214           0     0.001214
  141         2.6    0.001221           0     0.001221
  142       2.661    0.001229           0     0.001229
  143       2.723    0.001237           0     0.001237
  144       2.786    0.001244           0     0.001244
  145       2.851    0.001252           0     0.001252
  146       2.917     0.00126           0      0.00126
  147       2.985    0.001268           0     0.001268
  148       3.055    0.001276           0     0.001276
  149       3.126    0.001284           0     0.001284
  150       3.199    0.001292           0     0.001292
  151       3.273      0.0013           0       0.0013
  152        3.35    0.001309           0     0.001309
  153       3.428    0.001317           0     0.001317
  154       3.508    0.001325           0     0.001325
  155       3.589    0.001334           0     0.001334
  156       3.673    0.001343           0     0.001343
  157       3.758    0.001351           0     0.001351
  158       3.846     0.00136           0      0.00136
  159       3.936    0.001369           0     0.001369
  160       4.027    0.001378           0     0.001378
  161       4.121    0.001388           0     0.001388
  162       4.217    0.001397           0     0.001397
  163       4.315    0.001407           0     0.001407
  164       4.416    0.001416           0     0.001416
  165       4.519    0.001426           0     0.001426
  166       4.624    0.001436           0     0.001436
  167       4.732    0.001446           0     0.001446
  168       4.842    0.001457           0     0.001457
  169       4.955    0.001467           0     0.001467
  170        5.07    0.001478           0     0.001478
  171       5.188    0.001489           0     0.001489
  172       5.309      0.0015           0       0.0015
  173       5.433    0.001511           0     0.001511
  174       5.559    0.001523           0     0.001523
  175       5.689    0.001535           0     0.001535
  176       5.821    0.001547           0     0.001547
  177       5.957    0.001559           0     0.001559
  178       6.095    0.001572           0     0.001572
  179       6.237    0.001585           0     0.001585
  180       6.383    0.001598           0     0.001598
  181       6.531    0.001611           0     0.001611
  182       6.683    0.001625           0     0.001625
  183       6.839     0.00164           0      0.00164
  184       6.998    0.001654           0     0.001654
  185       7.161    0.001669           0     0.001669
  186       7.328    0.001685           0     0.001685
  187       7.499      0.0017           0       0.0017
  188       7.674    0.001717           0     0.001717
  189       7.852    0.001733           0     0.001733
  190       8.035     0.00175           0      0.00175
  191       8.222    0.001768           0     0.001768
  192       8.414    0.001786           0     0.001786
  193        8.61    0.001805           0     0.001805
  194        8.81    0.001824           0     0.001824
  195       9.016    0.001844           0     0.001844
  196       9.226    0.001865           0     0.001865
  197       9.441    0.001886           0     0.001886
  198       9.661    0.001908           0     0.001908
  199       9.886     0.00193           0      0.00193
  200       10.12    0.001953           0     0.001953
  201       10.35    0.001977           0     0.001977
  202       10.59    0.002002           0     0.002002
  203       10.84    0.002028           0     0.002028
  204       11.09    0.002055           0     0.002055
  205       11.35    0.002082           0     0.002082
  206       11.61    0.002111           0     0.002111
  207       11.89     0.00214           0      0.00214
  208       12.16    0.002171           0     0.002171
  209       12.45    0.002203           0     0.002203
  210       12.74    0.002235           0     0.002235
  211       13.03     0.00227           0      0.00227
  212       13.34    0.002305           0     0.002305
  213       13.65    0.002341           0     0.002341
  214       13.96    0.002379           0     0.002379
  215       14.29    0.002419           0     0.002419
  216       14.62     0.00246           0      0.00246
  217       14.96    0.002502           0     0.002502
  218       15.31    0.002546           0     0.002546
  219       15.67    0.002592           0     0.002592
  220       16.03     0.00264           0      0.00264
  221       16.41    0.002689           0     0.002689
  222       16.79     0.00274           0      0.00274
  223       17.18    0.002794           0     0.002794
  224       17.58    0.002849           0     0.002849
  225       17.99    0.002907           0     0.002907
  226       18.41    0.002967           0     0.002967
  227       18.84     0.00303           0      0.00303
  228       19.28    0.003095           0     0.003095
  229       19.72    0.003163           0     0.003163
  230       20.18    0.003234           0     0.003234
  231       20.65    0.003309           0     0.003309
  232       21.13    0.003386           0     0.003386
  233       21.63    0.003468           0     0.003468
  234       22.13    0.003552           0     0.003552
  235       22.65     0.00364           0      0.00364
  236       23.17    0.003732           0     0.003732
  237       23.71    0.003828           0     0.003828
  238       24.27    0.003929           0     0.003929
  239       24.83    0.004034           0     0.004034
  240       25.41    0.004143           0     0.004143
  241          26    0.004258           0     0.004258
  242       26.61    0.004378           0     0.004378
  243       27.23    0.004504           0     0.004504
  244       27.86    0.004636           0     0.004636
  245       28.51    0.004773           0     0.004773
  246       29.17    0.004918           0     0.004918
  247       29.85    0.005069           0     0.005069
  248       30.55    0.005228           0     0.005228
  249       31.26    0.005394           0     0.005394
  250       31.99    0.005568           0     0.005568
  251       32.73    0.005751           0     0.005751
  252        33.5    0.005943           0     0.005943
  253       34.28    0.006145           0     0.006145
  254       35.08    0.006356           0     0.006356
  255       35.89    0.006579           0     0.006579
  256       36.73    0.006813           0     0.006813
  257       37.58     0.00706           0      0.00706
  258       38.46    0.007319           0     0.007319
  259       39.36    0.007592           0     0.007592
  260       40.27    0.007879           0     0.007879
  261       41.21    0.008181           0     0.008181
  262       42.17      0.0085           0       0.0085
  263       43.15    0.008836           0     0.008836
  264       44.16     0.00919           0      0.00919
  265       45.19    0.009563           0     0.009563
  266       46.24    0.009958           0     0.009958
  267       47.32     0.01037           0      0.01037
  268       48.42     0.01081           0      0.01081
  269       49.55     0.01128           0      0.01128
  270        50.7     0.01177           0      0.01177
  271       51.88     0.01229           0      0.01229
  272       53.09     0.01285           0      0.01285
  273       54.33     0.01343           0      0.01343
  274       55.59     0.01405           0      0.01405
  275       56.89     0.01471           0      0.01471
  276       58.21     0.01541           0      0.01541
  277       59.57     0.01615           0      0.01615
  278       60.95     0.01694           0      0.01694
  279       62.37     0.01779           0      0.01779
  280       63.83     0.01868           0      0.01868
  281       65.31     0.01964           0      0.01964
  282       66.83     0.02065           0      0.02065
  283       68.39     0.02174           0      0.02174
  284       69.98      0.0229           0       0.0229
  285       71.61     0.02414           0      0.02414
  286       73.28     0.02546           0      0.02546
  287       74.99     0.02687           0      0.02687
  288       76.74     0.02839           0      0.02839
  289       78.52     0.03001           0      0.03001
  290       80.35     0.03175           0      0.03175
  291       82.22     0.03361           0      0.03361
  292       84.14     0.03561           0      0.03561
  293        86.1     0.03776           0      0.03776
  294        88.1     0.04007           0      0.04007
  295       90.16     0.04255           0      0.04255
  296       92.26     0.04523           0      0.04523
  297       94.41     0.04811           0      0.04811
  298       96.61     0.05122           0      0.05122
  299       98.86     0.05458           0      0.05458
  300       101.2      0.0582           0       0.0582
  301       103.5     0.06212           0      0.06212
  302       105.9     0.06633           0      0.06633
  303       108.4     0.07087           0      0.07087
  304       110.9     0.07573           0      0.07573
  305       113.5     0.08095           0      0.08095
  306       116.1     0.08655           0      0.08655
  307       118.9     0.09255           0      0.09255
  308       121.6     0.09899           0      0.09899
  309       124.5      0.1059           0       0.1059
  310       127.4      0.1132           0       0.1132
  311       130.3      0.1208           0       0.1208
  312       133.4      0.1289           0       0.1289
  313       136.5      0.1372           0       0.1372
  314       139.6      0.1457           0       0.1457
  315       142.9      0.1543           0       0.1543
  316       146.2      0.1629           0       0.1629
  317       149.6      0.1713           0       0.1713
  318       153.1      0.1792           0       0.1792
  319       156.7      0.1866           0       0.1866
  320       160.3      0.1931           0       0.1931
  321       164.1      0.1985           0       0.1985
  322       167.9      0.2026           0       0.2026
  323       171.8      0.2053           0       0.2053
  324       175.8      0.2063           0       0.2063
  325       179.9      0.2057           0       0.2057
  326       184.1      0.2036           0       0.2036
  327       188.4      0.1999           0       0.1999
  328       192.8       0.195           0        0.195
  329       197.2      0.1889           0       0.1889
  330       201.8      0.1819           0       0.1819
  331       206.5      0.1742           0       0.1742
  332       211.3       0.166           0        0.166
  333       216.3      0.1576           0       0.1576
  334       221.3      0.1491           0       0.1491
  335       226.5      0.1407           0       0.1407
  336       231.7      0.1324           0       0.1324
  337       237.1      0.1244           0       0.1244
  338       242.7      0.1167   5.838e-05       0.1168
  339       248.3      0.1094    0.000119       0.1095
  340       254.1      0.1024    0.000181       0.1026
  341         260     0.09587   0.0002442      0.09612
  342       266.1     0.08971   0.0003088      0.09002
  343       272.3     0.08394   0.0003747      0.08432
  344       278.6     0.07854    0.000442      0.07899
  345       285.1     0.07351   0.0005151      0.07403
  346       291.7     0.06882   0.0006135      0.06944
  347       298.5     0.06446   0.0007139      0.06517
  348       305.5      0.0604   0.0008166      0.06121
  349       312.6     0.05661   0.0009214      0.05753
  350       319.9     0.05309    0.001028      0.05412
  351       327.3     0.04981    0.001138      0.05095
  352         335     0.04677    0.001235        0.048
  353       342.8     0.04393    0.001317      0.04525
  354       350.8     0.04129      0.0014      0.04269
  355       358.9     0.03883    0.001486      0.04031
  356       367.3     0.03653    0.001573       0.0381
  357       375.8     0.03438    0.001662      0.03604
  358       384.6     0.03237    0.001758      0.03413
  359       393.6     0.03049     0.00186      0.03235
  360       402.7     0.02873    0.001964       0.0307
  361       412.1     0.02708    0.002071      0.02915
  362       421.7     0.02554     0.00218      0.02772
  363       431.5     0.02408    0.002307      0.02639
  364       441.6     0.02272    0.002462      0.02518
  365       451.9     0.02144    0.002621      0.02406
  366       462.4     0.02023    0.002783      0.02301
  367       473.2     0.01909    0.002949      0.02204
  368       484.2     0.01802    0.003095      0.02112
  369       495.5     0.01701    0.003234      0.02025
  370         507     0.01606    0.003376      0.01944
  371       518.8     0.01517    0.003521      0.01869
  372       530.9     0.01432    0.003704      0.01802
  373       543.3     0.01351    0.003931      0.01745
  374       555.9     0.01275    0.004164      0.01692
  375       568.9     0.01203    0.004402      0.01643
  376       582.1     0.01134    0.004645      0.01598
  377       595.7     0.01068    0.004894      0.01558
  378       609.5     0.01005    0.005148       0.0152
  379       623.7    0.009449    0.005408      0.01486
  380       638.3    0.008883    0.005674      0.01456
  381       653.1    0.008366    0.005946      0.01431
  382       668.3    0.007923    0.006224      0.01415
  383       683.9    0.007595    0.006832      0.01443
  384       699.8    0.007438    0.007575      0.01501
  385       716.1    0.007503    0.008336      0.01584
  386       732.8    0.007819    0.008689      0.01651
  387       749.9    0.008362    0.008828      0.01719
  388       767.4    0.009055    0.008969      0.01802
  389       785.2    0.009795    0.009284      0.01908
  390       803.5     0.01049    0.009654      0.02014
  391       822.2     0.01109     0.01005      0.02113
  392       841.4     0.01157     0.01063       0.0222
  393         861     0.01194     0.01122      0.02316
  394         881     0.01222     0.01178      0.02399
  395       901.6     0.01243     0.01229      0.02473
  396       922.6      0.0126     0.01282      0.02542
  397       944.1     0.01275     0.01337      0.02611
  398       966.1      0.0129     0.01392      0.02682
  399       988.6     0.01301     0.01458      0.02759
  400        1012     0.01323     0.01528      0.02851
  401        1035     0.01352     0.01599      0.02951
  402        1059     0.01389     0.01672      0.03061
  403        1084     0.01436     0.01739      0.03175
  404        1109     0.01491     0.01802      0.03293
  405        1135     0.01555     0.01867      0.03422
  406        1161     0.01623     0.01934      0.03557
  407        1189     0.01692     0.02002      0.03693
  408        1216     0.01753     0.02071      0.03824
  409        1245     0.01797     0.02143       0.0394
  410        1274     0.01817     0.02212       0.0403
  411        1303     0.01808     0.02272       0.0408
  412        1334     0.01769     0.02333      0.04102
  413        1365     0.01706     0.02395      0.04102
  414        1396     0.01629     0.02326      0.03955
  415        1429     0.01544     0.02244      0.03789
  416        1462      0.0146     0.02161      0.03621
  417        1496      0.0138     0.02105      0.03485
  418        1531     0.01306     0.02053      0.03359
  419        1567      0.0124     0.01999      0.03239
  420        1603     0.01182     0.01944      0.03126
  421        1641      0.0113     0.01888      0.03018
  422        1679     0.01084     0.01853      0.02937
  423        1718     0.01044     0.01863      0.02907
  424        1758     0.01009     0.01873      0.02882
  425        1799    0.009775     0.01883      0.02861
  426        1841      0.0095     0.01894      0.02844
  427        1884    0.009259     0.01914       0.0284
  428        1928    0.009048     0.01947      0.02852
  429        1972    0.008864     0.01981      0.02867
  430        2018    0.008705     0.02015      0.02886
  431        2065     0.00857      0.0205      0.02907
  432        2113    0.008459     0.02091      0.02937
  433        2163     0.00837     0.02133       0.0297
  434        2213    0.008305     0.02176      0.03007
  435        2265    0.008264      0.0222      0.03046
  436        2317    0.008251     0.02241      0.03066
  437        2371    0.008269     0.02263       0.0309
  438        2427    0.008324     0.02285      0.03117
  439        2483    0.008423     0.02303      0.03145
  440        2541    0.008574     0.02312      0.03169
  441        2600    0.008785      0.0232      0.03199
  442        2661    0.008763      0.0233      0.03206
  443        2723    0.008742     0.02321      0.03195
  444        2786    0.008721     0.02312      0.03184
  445        2851    0.008699     0.02302      0.03172
  446        2917    0.008678     0.02289      0.03157
  447        2985    0.008657     0.02276      0.03141
  448        3055    0.008637     0.02262      0.03125
  449        3126    0.008616     0.02247      0.03109
  450        3199    0.008595     0.02233      0.03092
  451        3273    0.008575     0.02218      0.03075
  452        3350    0.008555     0.02203      0.03058
  453        3428    0.008535     0.02187      0.03041
  454        3508    0.008515     0.02171      0.03023
  455        3589    0.008495     0.02155      0.03004
  456        3673    0.008475     0.02138      0.02986
  457        3758    0.008455     0.02121      0.02966
  458        3846    0.008436     0.02103      0.02947
  459        3936    0.008417     0.02096      0.02938
  460        4027    0.008397     0.02092      0.02932
  461        4121    0.008378     0.02087      0.02925
  462        4217     0.00836     0.02082      0.02918
  463        4315    0.008341     0.02077      0.02911
  464        4416    0.008322     0.02072      0.02905
  465        4519    0.008304     0.02067      0.02898
  466        4624    0.008286     0.02062      0.02891
  467        4732    0.008268     0.02057      0.02883
  468        4842     0.00825     0.02051      0.02876
  469        4955    0.008232     0.02047       0.0287
  470        5070    0.008215     0.02044      0.02865
  471        5188    0.008197      0.0204       0.0286
  472        5309     0.00818     0.02037      0.02855
  473        5433    0.008163     0.02033      0.02849
  474        5559    0.008146     0.02029      0.02844
  475        5689    0.008129     0.02025      0.02838
  476        5821    0.008113     0.02021      0.02832
  477        5957    0.008096      0.0202      0.02829
  478        6095     0.00808     0.02019      0.02827
  479        6237    0.008064     0.02018      0.02825
  480        6383    0.008048     0.02017      0.02822
  481        6531    0.008033     0.02017       0.0282
  482        6683    0.008017     0.02016      0.02818
  483        6839    0.008002     0.02015      0.02815
  484        6998    0.007986     0.02014      0.02813
  485        7161    0.007972     0.02014      0.02811
  486        7328    0.007957     0.02013      0.02808
  487        7499    0.007942     0.02012      0.02806
  488        7674    0.007928     0.02011      0.02804
  489        7852    0.007913      0.0201      0.02801
  490        8035    0.007899     0.02009      0.02799
  491        8222    0.007885     0.02008      0.02797
  492        8414    0.007872     0.02007      0.02794
  493        8610    0.007858     0.02006      0.02792
  494        8810    0.007845     0.02005       0.0279
  495        9016    0.007832     0.02004      0.02787
  496        9226    0.007819     0.02003      0.02785
  497        9441    0.007806     0.02002      0.02783
  498        9661    0.007793     0.02001       0.0278
  499        9886    0.007781        0.02      0.02778
  500   1.012e+04    0.007768        0.02      0.02777
  501   1.035e+04    0.007756        0.02      0.02776
  502   1.059e+04    0.007744        0.02      0.02774
  503   1.084e+04    0.007733        0.02      0.02773
  504   1.109e+04    0.007721        0.02      0.02772
  505   1.135e+04     0.00771        0.02      0.02771
  506   1.161e+04    0.007699        0.02       0.0277
  507   1.189e+04    0.007688        0.02      0.02769
  508   1.216e+04    0.007677        0.02      0.02768
  509   1.245e+04    0.007666        0.02      0.02767
  510   1.274e+04    0.007656        0.02      0.02766
  511   1.303e+04    0.007645        0.02      0.02765
  512   1.334e+04    0.007635        0.02      0.02764
  513   1.365e+04    0.007625        0.02      0.02763
  514   1.396e+04    0.007616        0.02      0.02762
  515   1.429e+04    0.007606        0.02      0.02761
  516   1.462e+04    0.007597        0.02       0.0276
  517   1.496e+04    0.007588        0.02      0.02759
  518   1.531e+04    0.007579        0.02      0.02758
  519   1.567e+04     0.00757        0.02      0.02757
  520   1.603e+04    0.007561        0.02      0.02756
  521   1.641e+04    0.007553        0.02      0.02755
  522   1.679e+04    0.007545        0.02      0.02754
  523   1.718e+04    0.007536        0.02      0.02754
  524   1.758e+04    0.007528        0.02      0.02753
  525   1.799e+04    0.007521        0.02      0.02752
  526   1.841e+04    0.007513        0.02      0.02751
  527   1.884e+04    0.007506        0.02      0.02751
  528   1.928e+04    0.007499        0.02       0.0275
  529   1.972e+04    0.007492        0.02      0.02749
  530   2.018e+04    0.007485        0.02      0.02748
  531   2.065e+04    0.007478        0.02      0.02748
  532   2.113e+04    0.007472        0.02      0.02747
  533   2.163e+04    0.007465        0.02      0.02747
  534   2.213e+04    0.007459        0.02      0.02746
  535   2.265e+04    0.007453        0.02      0.02745
  536   2.317e+04    0.007447        0.02      0.02745
  537   2.371e+04    0.007442        0.02      0.02744
  538   2.427e+04    0.007436        0.02      0.02744
  539   2.483e+04    0.007431        0.02      0.02743
  540   2.541e+04    0.007426        0.02      0.02743
  541     2.6e+04    0.007421        0.02      0.02742
  542   2.661e+04    0.007416        0.02      0.02742
  543   2.723e+04    0.007412        0.02      0.02741
  544   2.786e+04    0.007407        0.02      0.02741
  545   2.851e+04    0.007403        0.02       0.0274
  546   2.917e+04    0.007399        0.02       0.0274
  547   2.985e+04    0.007395        0.02      0.02739
  548   3.055e+04    0.007391        0.02      0.02739
  549   3.126e+04    0.007388        0.02      0.02739
  550   3.199e+04    0.007384        0.02      0.02738
  551   3.273e+04    0.007381        0.02      0.02738
  552    3.35e+04    0.007378        0.02      0.02738
  553   3.428e+04    0.007375        0.02      0.02738
  554   3.508e+04    0.007372        0.02      0.02737
  555   3.589e+04     0.00737        0.02      0.02737
  556   3.673e+04    0.007367        0.02      0.02737
  557   3.758e+04    0.007365        0.02      0.02737
  558   3.846e+04    0.007363        0.02      0.02736
  559   3.936e+04    0.007361        0.02      0.02736
  560   4.027e+04     0.00736        0.02      0.02736
  561   4.121e+04    0.007358        0.02      0.02736
  562   4.217e+04    0.007357        0.02      0.02736
  563   4.315e+04    0.007355        0.02      0.02736
  564   4.416e+04    0.007354        0.02      0.02735
  565   4.519e+04    0.007353        0.02      0.02735
  566   4.624e+04    0.007353        0.02      0.02735
  567   4.732e+04    0.007352        0.02      0.02735
  568   4.842e+04    0.007351        0.02      0.02735
  569   4.955e+04    0.007351        0.02      0.02735
  570    5.07e+04    0.007351        0.02      0.02735
  571   5.188e+04    0.007351        0.02      0.02735
  572   5.309e+04    0.007351        0.02      0.02735
  573   5.433e+04    0.007352        0.02      0.02735
  574   5.559e+04    0.007352        0.02      0.02735
  575   5.689e+04    0.007353        0.02      0.02735
  576   5.821e+04    0.007354        0.02      0.02735
  577   5.957e+04    0.007355        0.02      0.02735
  578   6.095e+04    0.007356        0.02      0.02736
  579   6.237e+04    0.007357        0.02      0.02736
  580   6.383e+04    0.007359        0.02      0.02736
  581   6.531e+04     0.00736        0.02      0.02736
  582   6.683e+04    0.007362        0.02      0.02736
  583   6.839e+04    0.007364        0.02      0.02736
  584   6.998e+04    0.007366        0.02      0.02737
  585   7.161e+04    0.007368        0.02      0.02737
  586   7.328e+04     0.00737        0.02      0.02737
  587   7.499e+04    0.007373        0.02      0.02737
  588   7.674e+04    0.007376        0.02      0.02738
  589   7.852e+04    0.007378        0.02      0.02738
  590   8.035e+04    0.007381        0.02      0.02738
  591   8.222e+04    0.007385        0.02      0.02738
  592   8.414e+04    0.007388        0.02      0.02739
  593    8.61e+04    0.007391        0.02      0.02739
  594    8.81e+04    0.007395        0.02      0.02739
  595   9.016e+04    0.007399        0.02       0.0274
  596   9.226e+04    0.007402        0.02       0.0274
  597   9.441e+04    0.007406        0.02      0.02741
  598   9.661e+04    0.007411        0.02      0.02741
  599   9.886e+04    0.007415        0.02      0.02741
  600   1.012e+05    0.007419     0.02003      0.02745
  601   1.035e+05    0.007424     0.02008      0.02751
  602   1.059e+05    0.007429     0.02013      0.02756
  603   1.084e+05    0.007434     0.02019      0.02762
  604   1.109e+05    0.007439     0.02024      0.02768
  605   1.135e+05    0.007444     0.02029      0.02774
  606   1.161e+05    0.007449     0.02035       0.0278
  607   1.189e+05    0.007455      0.0204      0.02785
  608   1.216e+05     0.00746     0.02045      0.02791
  609   1.245e+05    0.007466     0.02051      0.02797
  610   1.274e+05    0.007472     0.02056      0.02803
  611   1.303e+05    0.007478     0.02061      0.02809
  612   1.334e+05    0.007484     0.02067      0.02815
  613   1.365e+05     0.00749     0.02072      0.02821
  614   1.396e+05    0.007497     0.02077      0.02827
  615   1.429e+05    0.007503     0.02083      0.02833
  616   1.462e+05     0.00751     0.02088      0.02839
  617   1.496e+05    0.007517     0.02093      0.02845
  618   1.531e+05    0.007524     0.02099      0.02851
  619   1.567e+05    0.007531     0.02104      0.02857
  620   1.603e+05    0.007539      0.0211      0.02864
  621   1.641e+05    0.007546     0.02115       0.0287
  622   1.679e+05    0.007554     0.02121      0.02876
  623   1.718e+05    0.007561     0.02126      0.02882
  624   1.758e+05    0.007569     0.02132      0.02889
  625   1.799e+05    0.007577     0.02137      0.02895
  626   1.841e+05    0.007585     0.02143      0.02901
  627   1.884e+05    0.007594     0.02148      0.02908
  628   1.928e+05    0.007602     0.02154      0.02914
  629   1.972e+05     0.00761     0.02159       0.0292
  630   2.018e+05    0.007619     0.02165      0.02927
  631   2.065e+05    0.007628      0.0217      0.02933
  632   2.113e+05    0.007637     0.02176       0.0294
  633   2.163e+05    0.007646     0.02182      0.02946
  634   2.213e+05    0.007655     0.02187      0.02953
  635   2.265e+05    0.007665     0.02193      0.02959
  636   2.317e+05    0.007674     0.02199      0.02966
  637   2.371e+05    0.007684     0.02204      0.02973
  638   2.427e+05    0.007693      0.0221      0.02979
  639   2.483e+05    0.007703     0.02216      0.02986
  640   2.541e+05    0.007713     0.02221      0.02993
  641     2.6e+05    0.007723     0.02227         0.03
  642   2.661e+05    0.007734     0.02233      0.03006
  643   2.723e+05    0.007744     0.02239      0.03013
  644   2.786e+05    0.007755     0.02245       0.0302
  645   2.851e+05    0.007765     0.02251      0.03027
  646   2.917e+05    0.007776     0.02256      0.03034
  647   2.985e+05    0.007787     0.02262      0.03041
  648   3.055e+05    0.007798     0.02268      0.03048
